ID,model,target_language_name,topic,iteration,timestamp,target_language_sentence,batch_id,custom_id,model_suffix,Clarity / Readability,Naturalness / Colloquial / Context appropriateness,Formal Correctness,Critical Error,Comments (Optional),Unnamed: 7,clarity_score,naturalness_score,correctness_score,has_critical_error
JI-6660,bedrock-claude-3-5-sonnet,Yoruba,Gender Equality,31,2025-11-27T12:30:24.278654,Ọkùnrin àti obìnrin ní ẹ̀tọ́ kan náà ní ilẹ̀ wa.,arn:aws:bedrock:us-east-1:576316821197:model-invocation-job/68wnl0qnbzg2,Yoruba-Gender_Equality-30,claude-3-5-sonnet-20241022-v2,7 - Extremely easy to read and understand (Perfectly clear),7 - Extremely natural and colloquial (Native-speaker level),6 - Formally correct,No – No Critical Error (The output is a valid sentence in the target language),,,7,7,6,0
SW-9353,bedrock-claude-3-5-sonnet,Yoruba,Gender Equality,35,2025-11-27T12:30:24.281341,Ọkùnrin àti obìnrin ní ẹ̀tọ́ kan náà ní ayé yìí.,arn:aws:bedrock:us-east-1:576316821197:model-invocation-job/68wnl0qnbzg2,Yoruba-Gender_Equality-34,claude-3-5-sonnet-20241022-v2,7 - Extremely easy to read and understand (Perfectly clear),7 - Extremely natural and colloquial (Native-speaker level),7 - Extremely correct (Academically perfect),No – No Critical Error (The output is a valid sentence in the target language),,,7,7,7,0
VR-7584,bedrock-claude-3-5-sonnet,Yoruba,Gender Equality,48,2025-11-27T12:30:24.279844,Ọkùnrin àti obìnrin ní ẹ̀tọ́ kan náà ní ayé wa.,arn:aws:bedrock:us-east-1:576316821197:model-invocation-job/68wnl0qnbzg2,Yoruba-Gender_Equality-47,claude-3-5-sonnet-20241022-v2,7 - Extremely easy to read and understand (Perfectly clear),7 - Extremely natural and colloquial (Native-speaker level),6 - Formally correct,No – No Critical Error (The output is a valid sentence in the target language),,,7,7,6,0
FV-8241,bedrock-claude-3-5-sonnet,Yoruba,Global Partnerships,1,2025-11-27T12:30:24.291744,Àjọṣepọ̀ káríayé yóò mú ìdàgbàsókè wá fún gbogbo wa.,arn:aws:bedrock:us-east-1:576316821197:model-invocation-job/68wnl0qnbzg2,Yoruba-Global_Partnerships-0,claude-3-5-sonnet-20241022-v2,7 - Extremely easy to read and understand (Perfectly clear),6 - Natural,7 - Extremely correct (Academically perfect),No – No Critical Error (The output is a valid sentence in the target language),,,7,6,7,0
PE-4825,bedrock-claude-3-5-sonnet,Yoruba,Global Partnerships,5,2025-11-27T12:30:24.287050,Àgbájọ ọwọ́ la fi ńsọ ayé di ọ̀tun.,arn:aws:bedrock:us-east-1:576316821197:model-invocation-job/68wnl0qnbzg2,Yoruba-Global_Partnerships-4,claude-3-5-sonnet-20241022-v2,7 - Extremely easy to read and understand (Perfectly clear),7 - Extremely natural and colloquial (Native-speaker level),6 - Formally correct,No – No Critical Error (The output is a valid sentence in the target language),,,7,7,6,0
UC-3534,bedrock-claude-3-5-sonnet,Yoruba,Global Partnerships,11,2025-11-27T12:30:24.291677,Àwọn orilẹ̀-èdè gbogbo ń ṣiṣẹ́ pọ̀ láti mú ìdàgbàsókè bá àgbáyé.,arn:aws:bedrock:us-east-1:576316821197:model-invocation-job/68wnl0qnbzg2,Yoruba-Global_Partnerships-10,claude-3-5-sonnet-20241022-v2,6 - Easy to read and understand,6 - Natural,6 - Formally correct,No – No Critical Error (The output is a valid sentence in the target language),,,6,6,6,0
NZ-5549,bedrock-claude-3-5-sonnet,Yoruba,Global Partnerships,23,2025-11-27T12:30:24.287265,Àgbájọ ọwọ́ ni a fi ń sọ̀yà láàrin orílẹ̀-èdè.,arn:aws:bedrock:us-east-1:576316821197:model-invocation-job/68wnl0qnbzg2,Yoruba-Global_Partnerships-22,claude-3-5-sonnet-20241022-v2,7 - Extremely easy to read and understand (Perfectly clear),7 - Extremely natural and colloquial (Native-speaker level),6 - Formally correct,No – No Critical Error (The output is a valid sentence in the target language),,,7,7,6,0
JO-1709,bedrock-claude-3-5-sonnet,Yoruba,Global Partnerships,42,2025-11-27T12:30:24.292378,Àjọṣepọ̀ káàkiri àgbáyé yóò mú ìdàgbàsókè wá fún gbogbo wa.,arn:aws:bedrock:us-east-1:576316821197:model-invocation-job/68wnl0qnbzg2,Yoruba-Global_Partnerships-41,claude-3-5-sonnet-20241022-v2,7 - Extremely easy to read and understand (Perfectly clear),6 - Natural,7 - Extremely correct (Academically perfect),No – No Critical Error (The output is a valid sentence in the target language),,,7,6,7,0
ST-1738,bedrock-claude-3-5-sonnet,Yoruba,Good Health and Well-Being,4,2025-11-27T12:30:24.277633,Ìlera rẹ ṣe pàtàkì ju ohun gbogbo lọ.,arn:aws:bedrock:us-east-1:576316821197:model-invocation-job/68wnl0qnbzg2,Yoruba-Good_Health_and_Well-Being-3,claude-3-5-sonnet-20241022-v2,6 - Easy to read and understand,6 - Natural,5 - Somewhat correct (Minor errors),No – No Critical Error (The output is a valid sentence in the target language),,,6,6,5,0
DV-6846,bedrock-claude-3-5-sonnet,Yoruba,Good Health and Well-Being,23,2025-11-27T12:30:24.280307,Ilera rere jẹ́ ọ̀rọ̀ pàtàkì fún ìgbésí ayé tó dára.,arn:aws:bedrock:us-east-1:576316821197:model-invocation-job/68wnl0qnbzg2,Yoruba-Good_Health_and_Well-Being-22,claude-3-5-sonnet-20241022-v2,6 - Easy to read and understand,5 - Somewhat natural,6 - Formally correct,No – No Critical Error (The output is a valid sentence in the target language),,,6,5,6,0
BE-2356,bedrock-claude-3-5-sonnet,Yoruba,Good Health and Well-Being,25,2025-11-27T12:30:24.277202,Ilera rere jẹ ọrọ pataki fun gbogbo eniyan.,arn:aws:bedrock:us-east-1:576316821197:model-invocation-job/68wnl0qnbzg2,Yoruba-Good_Health_and_Well-Being-24,claude-3-5-sonnet-20241022-v2,6 - Easy to read and understand,6 - Natural,6 - Formally correct,No – No Critical Error (The output is a valid sentence in the target language),,,6,6,6,0
SO-2521,bedrock-claude-3-5-sonnet,Yoruba,Good Health and Well-Being,48,2025-11-27T12:30:24.280196,Ìlera rere jẹ́ ọrọ̀ tó ṣe pàtàkì jù lọ ní ayé wa.,arn:aws:bedrock:us-east-1:576316821197:model-invocation-job/68wnl0qnbzg2,Yoruba-Good_Health_and_Well-Being-47,claude-3-5-sonnet-20241022-v2,7 - Extremely easy to read and understand (Perfectly clear),7 - Extremely natural and colloquial (Native-speaker level),6 - Formally correct,No – No Critical Error (The output is a valid sentence in the target language),,,7,7,6,0
PK-2500,bedrock-claude-3-5-sonnet,Yoruba,Good Health and Well-Being,50,2025-11-27T12:30:24.277647,Ìlera rere jẹ́ ọrọ̀ tó dára jùlọ.,arn:aws:bedrock:us-east-1:576316821197:model-invocation-job/68wnl0qnbzg2,Yoruba-Good_Health_and_Well-Being-49,claude-3-5-sonnet-20241022-v2,6 - Easy to read and understand,6 - Natural,5 - Somewhat correct (Minor errors),No – No Critical Error (The output is a valid sentence in the target language),,,6,6,5,0
OI-3292,bedrock-claude-3-5-sonnet,Yoruba,Health,1,2025-11-27T12:30:24.271615,Ìlera rẹ ṣe pàtàkì jù lọ nínú gbogbo ohun tí o ní.,arn:aws:bedrock:us-east-1:576316821197:model-invocation-job/68wnl0qnbzg2,Yoruba-Health-0,claude-3-5-sonnet-20241022-v2,7 - Extremely easy to read and understand (Perfectly clear),6 - Natural,6 - Formally correct,No – No Critical Error (The output is a valid sentence in the target language),,,7,6,6,0
PZ-1296,bedrock-claude-3-5-sonnet,Yoruba,Health,10,2025-11-27T12:30:24.268842,Mo gbọdọ jẹun tó dára láti ní ìlera pípé.,arn:aws:bedrock:us-east-1:576316821197:model-invocation-job/68wnl0qnbzg2,Yoruba-Health-9,claude-3-5-sonnet-20241022-v2,7 - Extremely easy to read and understand (Perfectly clear),7 - Extremely natural and colloquial (Native-speaker level),7 - Extremely correct (Academically perfect),No – No Critical Error (The output is a valid sentence in the target language),,,7,7,7,0
UN-6676,bedrock-claude-3-5-sonnet,Yoruba,Health,13,2025-11-27T12:30:24.271012,Ilera ọjọ́ mi dára jù lórí ìdáradára jíjẹun.,arn:aws:bedrock:us-east-1:576316821197:model-invocation-job/68wnl0qnbzg2,Yoruba-Health-12,claude-3-5-sonnet-20241022-v2,1 - Very difficult to read and understand (Effectively incomprehensible),1 - Very unnatural and robotic,1 - Very heavily flawed (Severe grammatical/spelling errors),"Yes – Critical Error Present (The output is nonsense, gibberish or in the wrong language)",,,1,1,1,1
AB-8350,bedrock-claude-3-5-sonnet,Yoruba,Health,17,2025-11-27T12:30:24.272561,Ìlera rẹ jẹ́ ohun tó ṣe pàtàkì jù lọ.,arn:aws:bedrock:us-east-1:576316821197:model-invocation-job/68wnl0qnbzg2,Yoruba-Health-16,claude-3-5-sonnet-20241022-v2,6 - Easy to read and understand,6 - Natural,6 - Formally correct,No – No Critical Error (The output is a valid sentence in the target language),,,6,6,6,0
KY-8300,bedrock-claude-3-5-sonnet,Yoruba,Health,32,2025-11-27T12:30:24.268882,Mo gbọdọ mu omi pupọ lati wa ni alaafia.,arn:aws:bedrock:us-east-1:576316821197:model-invocation-job/68wnl0qnbzg2,Yoruba-Health-31,claude-3-5-sonnet-20241022-v2,7 - Extremely easy to read and understand (Perfectly clear),7 - Extremely natural and colloquial (Native-speaker level),6 - Formally correct,No – No Critical Error (The output is a valid sentence in the target language),,,7,7,6,0
UX-3354,bedrock-claude-3-5-sonnet,Yoruba,History,8,2025-11-27T12:30:24.272794,Àwọn bàbá ńlá wa jẹ́ aṣẹ̀ṣẹ̀dá ìtàn Yorùbá.,arn:aws:bedrock:us-east-1:576316821197:model-invocation-job/68wnl0qnbzg2,Yoruba-History-7,claude-3-5-sonnet-20241022-v2,6 - Easy to read and understand,6 - Natural,6 - Formally correct,No – No Critical Error (The output is a valid sentence in the target language),,,6,6,6,0
ED-6894,bedrock-claude-3-5-sonnet,Yoruba,History,9,2025-11-27T12:30:24.271958,Àwọn bàbá ńlá wa jẹ́ akọni ọmọ ogun ní ìgbà àtijọ́.,arn:aws:bedrock:us-east-1:576316821197:model-invocation-job/68wnl0qnbzg2,Yoruba-History-8,claude-3-5-sonnet-20241022-v2,7 - Extremely easy to read and understand (Perfectly clear),7 - Extremely natural and colloquial (Native-speaker level),7 - Extremely correct (Academically perfect),No – No Critical Error (The output is a valid sentence in the target language),,,7,7,7,0
FC-0447,bedrock-claude-3-5-sonnet,Yoruba,History,16,2025-11-27T12:30:24.271970,Àwọn bàbá ńlá wa jẹ́ akọni nínú ìtàn Yorùbá.,arn:aws:bedrock:us-east-1:576316821197:model-invocation-job/68wnl0qnbzg2,Yoruba-History-15,claude-3-5-sonnet-20241022-v2,7 - Extremely easy to read and understand (Perfectly clear),7 - Extremely natural and colloquial (Native-speaker level),7 - Extremely correct (Academically perfect),No – No Critical Error (The output is a valid sentence in the target language),,,7,7,7,0
XQ-9856,bedrock-claude-3-5-sonnet,Yoruba,History,32,2025-11-27T12:30:24.272168,Àwọn bàbá ńlá wa jẹ́ akọni nínú ìtàn àtijọ́ ilẹ̀ Yorùbá.,arn:aws:bedrock:us-east-1:576316821197:model-invocation-job/68wnl0qnbzg2,Yoruba-History-31,claude-3-5-sonnet-20241022-v2,6 - Easy to read and understand,6 - Natural,6 - Formally correct,No – No Critical Error (The output is a valid sentence in the target language),,,6,6,6,0
VE-5753,bedrock-claude-3-5-sonnet,Yoruba,History,44,2025-11-27T12:30:24.272400,Àwọn bàbá ńlá wa jẹ́ ọlọ́gbọ́n ọmọ Yorùbá.,arn:aws:bedrock:us-east-1:576316821197:model-invocation-job/68wnl0qnbzg2,Yoruba-History-43,claude-3-5-sonnet-20241022-v2,6 - Easy to read and understand,6 - Natural,6 - Formally correct,No – No Critical Error (The output is a valid sentence in the target language),,,6,6,6,0
FZ-6033,bedrock-claude-3-5-sonnet,Yoruba,Hunger and Food Security,2,2025-11-27T12:30:24.276434,Ebi pa ọpọlọpọ eniyan ni ilẹ wa bayii.,arn:aws:bedrock:us-east-1:576316821197:model-invocation-job/68wnl0qnbzg2,Yoruba-Hunger_and_Food_Security-1,claude-3-5-sonnet-20241022-v2,7 - Extremely easy to read and understand (Perfectly clear),7 - Extremely natural and colloquial (Native-speaker level),6 - Formally correct,No – No Critical Error (The output is a valid sentence in the target language),,,7,7,6,0
XE-3098,bedrock-claude-3-5-sonnet,Yoruba,Hunger and Food Security,13,2025-11-27T12:30:24.275964,Ebi npọn ọpọlọpọ eniyan ni ilu wa loni.,arn:aws:bedrock:us-east-1:576316821197:model-invocation-job/68wnl0qnbzg2,Yoruba-Hunger_and_Food_Security-12,claude-3-5-sonnet-20241022-v2,4 - Neutral / Neither easy nor difficult to read,4 - Neutral / Neither natural nor unnatural,4 - Neutral / Neither perfect nor heavily flawed (Average),"Yes – Critical Error Present (The output is nonsense, gibberish or in the wrong language)",,,4,4,4,1
FD-5064,bedrock-claude-3-5-sonnet,Yoruba,Hunger and Food Security,17,2025-11-27T12:30:24.276612,Ebi pa ọpọlọpọ ọmọ Naijiriya loni.,arn:aws:bedrock:us-east-1:576316821197:model-invocation-job/68wnl0qnbzg2,Yoruba-Hunger_and_Food_Security-16,claude-3-5-sonnet-20241022-v2,7 - Extremely easy to read and understand (Perfectly clear),7 - Extremely natural and colloquial (Native-speaker level),6 - Formally correct,No – No Critical Error (The output is a valid sentence in the target language),,,7,7,6,0
YR-9090,bedrock-claude-3-5-sonnet,Yoruba,Hunger and Food Security,20,2025-11-27T12:30:24.275911,Ebi ti pa ọpọlọpọ eniyan ni agbegbe wa.,arn:aws:bedrock:us-east-1:576316821197:model-invocation-job/68wnl0qnbzg2,Yoruba-Hunger_and_Food_Security-19,claude-3-5-sonnet-20241022-v2,6 - Easy to read and understand,6 - Natural,5 - Somewhat correct (Minor errors),No – No Critical Error (The output is a valid sentence in the target language),,,6,6,5,0
VD-0016,bedrock-claude-3-5-sonnet,Yoruba,Hunger and Food Security,43,2025-11-27T12:30:24.278861,Ebi pa ọpọlọpọ ènìyàn ní ìlú wa àti pé a nílò ìrànwọ́.,arn:aws:bedrock:us-east-1:576316821197:model-invocation-job/68wnl0qnbzg2,Yoruba-Hunger_and_Food_Security-42,claude-3-5-sonnet-20241022-v2,7 - Extremely easy to read and understand (Perfectly clear),7 - Extremely natural and colloquial (Native-speaker level),7 - Extremely correct (Academically perfect),No – No Critical Error (The output is a valid sentence in the target language),,,7,7,7,0
OM-1847,bedrock-claude-3-5-sonnet,Yoruba,Industry and Infrastructure,9,2025-11-27T12:30:24.285067,Ilé-iṣẹ́ àwọn ọkọ̀ tuntun yìí ń pèsè iṣẹ́ fún ọ̀pọ̀lọpọ̀ ènìyàn.,arn:aws:bedrock:us-east-1:576316821197:model-invocation-job/68wnl0qnbzg2,Yoruba-Industry_and_Infrastructure-8,claude-3-5-sonnet-20241022-v2,7 - Extremely easy to read and understand (Perfectly clear),7 - Extremely natural and colloquial (Native-speaker level),6 - Formally correct,No – No Critical Error (The output is a valid sentence in the target language),,,7,7,6,0
WE-3046,bedrock-claude-3-5-sonnet,Yoruba,Industry and Infrastructure,11,2025-11-27T12:30:24.281955,Ọpọlọpọ ile-iṣẹ ti wa ni ilu nla Eko.,arn:aws:bedrock:us-east-1:576316821197:model-invocation-job/68wnl0qnbzg2,Yoruba-Industry_and_Infrastructure-10,claude-3-5-sonnet-20241022-v2,6 - Easy to read and understand,6 - Natural,5 - Somewhat correct (Minor errors),No – No Critical Error (The output is a valid sentence in the target language),,,6,6,5,0
VD-8499,bedrock-claude-3-5-sonnet,Yoruba,Industry and Infrastructure,26,2025-11-27T12:30:24.284621,Ilé-iṣẹ́ tuntun yìí ti ṣe àtúnṣe ọ̀pọ̀lọpọ̀ iṣẹ́ ní ìlú wa.,arn:aws:bedrock:us-east-1:576316821197:model-invocation-job/68wnl0qnbzg2,Yoruba-Industry_and_Infrastructure-25,claude-3-5-sonnet-20241022-v2,7 - Extremely easy to read and understand (Perfectly clear),7 - Extremely natural and colloquial (Native-speaker level),7 - Extremely correct (Academically perfect),No – No Critical Error (The output is a valid sentence in the target language),,,7,7,7,0
WE-6189,bedrock-claude-3-5-sonnet,Yoruba,Industry and Infrastructure,27,2025-11-27T12:30:24.282787,Ilé-iṣẹ́ tuntun yìí ń pèsè iṣẹ́ fún ọ̀pọ̀lọpọ̀ ènìyàn.,arn:aws:bedrock:us-east-1:576316821197:model-invocation-job/68wnl0qnbzg2,Yoruba-Industry_and_Infrastructure-26,claude-3-5-sonnet-20241022-v2,7 - Extremely easy to read and understand (Perfectly clear),7 - Extremely natural and colloquial (Native-speaker level),7 - Extremely correct (Academically perfect),No – No Critical Error (The output is a valid sentence in the target language),,,7,7,7,0
DJ-1173,bedrock-claude-3-5-sonnet,Yoruba,Industry and Infrastructure,31,2025-11-27T12:30:24.282775,Ilé-iṣẹ́ tuntun yìí ń pèsè iṣẹ́ fún ọ̀pọ̀lọpọ̀ ènìyàn ní ìlú wa.,arn:aws:bedrock:us-east-1:576316821197:model-invocation-job/68wnl0qnbzg2,Yoruba-Industry_and_Infrastructure-30,claude-3-5-sonnet-20241022-v2,7 - Extremely easy to read and understand (Perfectly clear),6 - Natural,7 - Extremely correct (Academically perfect),"Yes – Critical Error Present (The output is nonsense, gibberish or in the wrong language)",,,7,6,7,1
TG-4835,bedrock-claude-3-5-sonnet,Yoruba,Marine Conservation Life Below Water,3,2025-11-27T12:30:24.288161,Ọ̀pọ̀lọpọ̀ eja ti n parun nítorí àwọn ènìyàn kò tọ́jú òkun wa.,arn:aws:bedrock:us-east-1:576316821197:model-invocation-job/68wnl0qnbzg2,Yoruba-Marine_Conservation_Life_Below_Water-2,claude-3-5-sonnet-20241022-v2,6 - Easy to read and understand,6 - Natural,6 - Formally correct,No – No Critical Error (The output is a valid sentence in the target language),,,6,6,6,0
WN-4208,bedrock-claude-3-5-sonnet,Yoruba,Marine Conservation Life Below Water,16,2025-11-27T12:30:24.287649,Ọkun ati àwọn ẹja rẹ̀ nílò ìtọ́jú wa fún ọjọ́ ọ̀la tó dára.,arn:aws:bedrock:us-east-1:576316821197:model-invocation-job/68wnl0qnbzg2,Yoruba-Marine_Conservation_Life_Below_Water-15,claude-3-5-sonnet-20241022-v2,5 - Somewhat easy to read and understand,5 - Somewhat natural,5 - Somewhat correct (Minor errors),No – No Critical Error (The output is a valid sentence in the target language),,,5,5,5,0
PG-7530,bedrock-claude-3-5-sonnet,Yoruba,Marine Conservation Life Below Water,20,2025-11-27T12:30:24.289008,A gbọdọ̀ dáàbò bo àwọn ẹ̀dá inú omi láti rí pé wọ́n wà fún ìran tó ń bọ̀.,arn:aws:bedrock:us-east-1:576316821197:model-invocation-job/68wnl0qnbzg2,Yoruba-Marine_Conservation_Life_Below_Water-19,claude-3-5-sonnet-20241022-v2,7 - Extremely easy to read and understand (Perfectly clear),7 - Extremely natural and colloquial (Native-speaker level),7 - Extremely correct (Academically perfect),No – No Critical Error (The output is a valid sentence in the target language),,,7,7,7,0
AV-1197,bedrock-claude-3-5-sonnet,Yoruba,Marine Conservation Life Below Water,37,2025-11-27T12:30:24.284103,Omi okun jẹ orisun aye fun ẹranko ati ẹja wa.,arn:aws:bedrock:us-east-1:576316821197:model-invocation-job/68wnl0qnbzg2,Yoruba-Marine_Conservation_Life_Below_Water-36,claude-3-5-sonnet-20241022-v2,6 - Easy to read and understand,6 - Natural,6 - Formally correct,No – No Critical Error (The output is a valid sentence in the target language),,,6,6,6,0
